#node	identifier	category	term ID	term description
SBV50480.1	56449.XBLMG947_1260	GO Function	GO:0016740	Transferase activity
SBV50480.1	56449.XBLMG947_1260	GO Function	GO:0019787	Ubiquitin-like protein transferase activity
SBV50480.1	56449.XBLMG947_1260	GO Function	GO:0140096	Catalytic activity, acting on a protein
SBV50480.1	56449.XBLMG947_1260	GO Component	GO:0005576	Extracellular region
SBV50480.1	56449.XBLMG947_1260	GO Component	GO:0018995	Host cellular component
SBV50480.1	56449.XBLMG947_1260	GO Component	GO:0030430	Host cell cytoplasm
SBV50480.1	56449.XBLMG947_1260	GO Component	GO:0033643	Host cell part
SBV50480.1	56449.XBLMG947_1260	GO Component	GO:0033646	Host intracellular part
SBV50480.1	56449.XBLMG947_1260	GO Component	GO:0043656	Host intracellular region
SBV50480.1	56449.XBLMG947_1260	GO Component	GO:0043657	Host cell
SBV50480.1	56449.XBLMG947_1260	GO Component	GO:0110165	Cellular anatomical entity
SBV50480.1	56449.XBLMG947_1260	STRING clusters	CL:4810	Mixed, incl. Signal, and DNA binding
SBV50480.1	56449.XBLMG947_1260	STRING clusters	CL:4811	Mixed, incl. Signal, and Protein kinase domain
SBV50480.1	56449.XBLMG947_1260	STRING clusters	CL:4812	Mixed, incl. Signal, and Pfam phage integrase family
SBV50480.1	56449.XBLMG947_1260	STRING clusters	CL:4815	Mixed, incl. Signal, and IucA / IucC family
SBV50480.1	56449.XBLMG947_1260	STRING clusters	CL:4817	Mostly uncharacterized, incl. Riboflavin metabolism, and Putative MetA-pathway of phenol degradation
SBV50480.1	56449.XBLMG947_1260	STRING clusters	CL:4819	Mostly uncharacterized, incl. Riboflavin metabolism, and Putative MetA-pathway of phenol degradation
SBV50480.1	56449.XBLMG947_1260	STRING clusters	CL:4821	Mostly uncharacterized, incl. Riboflavin metabolism, and Putative MetA-pathway of phenol degradation
SBV50480.1	56449.XBLMG947_1260	STRING clusters	CL:4823	Mostly uncharacterized, incl. Riboflavin metabolism, and Putative MetA-pathway of phenol degradation
SBV50480.1	56449.XBLMG947_1260	STRING clusters	CL:4824	Mostly uncharacterized, incl. Putative MetA-pathway of phenol degradation, and Leucine-rich repeats, outliers
SBV50480.1	56449.XBLMG947_1260	STRING clusters	CL:4826	Mostly uncharacterized, incl. Leucine-rich repeats, outliers, and Putative MetA-pathway of phenol degradation
SBV50480.1	56449.XBLMG947_1260	STRING clusters	CL:4828	Mostly uncharacterized, incl. Leucine-rich repeats, outliers, and Papain-like cysteine peptidase superfamily
SBV50480.1	56449.XBLMG947_1260	STRING clusters	CL:4832	Mostly uncharacterized, incl. START-like domain superfamily, and Leucine-rich repeats, outliers
SBV50480.1	56449.XBLMG947_1260	STRING clusters	CL:4834	Mostly uncharacterized, incl. START-like domain superfamily, and Leucine-rich repeats, outliers
SBV50480.1	56449.XBLMG947_1260	STRING clusters	CL:4837	Mixed, incl. Leucine-rich repeats, outliers, and Protein kinase, ATP binding site
SBV50480.1	56449.XBLMG947_1260	KEGG	map05132	Salmonella infection
SBV50480.1	56449.XBLMG947_1260	Reactome	MAP-1643685	Disease
SBV50480.1	56449.XBLMG947_1260	Reactome	MAP-5663205	Infectious disease
SBV50480.1	56449.XBLMG947_1260	Reactome	MAP-8876384	Listeria monocytogenes entry into host cells
SBV50480.1	56449.XBLMG947_1260	COMPARTMENTS	GOCC:0018995	Host cellular component
SBV50480.1	56449.XBLMG947_1260	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
SBV50480.1	56449.XBLMG947_1260	InterPro	IPR003591	Leucine-rich repeat, typical subtype
SBV50480.1	56449.XBLMG947_1260	InterPro	IPR032675	Leucine-rich repeat domain superfamily
SBV50480.1	56449.XBLMG947_1260	SMART	SM00370	Leucine-rich repeats, outliers
SBV50713.1	56449.XBLMG947_1495	STRING clusters	CL:6408	Mostly uncharacterized, incl. Cellular response to DNA damage stimulus, and Vitamin B6 metabolic process
SBV50713.1	56449.XBLMG947_1495	STRING clusters	CL:6518	Mostly uncharacterized, incl. Regulation of transport, and Ferroxidase activity
SBV50713.1	56449.XBLMG947_1495	STRING clusters	CL:6519	Mostly uncharacterized, incl. Ferroxidase activity, and Regulation of protein targeting
SBV50713.1	56449.XBLMG947_1495	STRING clusters	CL:6520	Mostly uncharacterized, incl. Ferroxidase activity, and Regulation of protein targeting
SBV50713.1	56449.XBLMG947_1495	STRING clusters	CL:6574	Mixed, incl. CorA, cytoplasmic domain, and Electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity
SBV50736.1	56449.XBLMG947_1518	InterPro	IPR027417	P-loop containing nucleoside triphosphate hydrolase
SBV50755.1	56449.XBLMG947_1537	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
SBV50755.1	56449.XBLMG947_1537	GO Process	GO:0006725	Cellular aromatic compound metabolic process
SBV50755.1	56449.XBLMG947_1537	GO Process	GO:0006807	Nitrogen compound metabolic process
SBV50755.1	56449.XBLMG947_1537	GO Process	GO:0008152	Metabolic process
SBV50755.1	56449.XBLMG947_1537	GO Process	GO:0009987	Cellular process
SBV50755.1	56449.XBLMG947_1537	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
SBV50755.1	56449.XBLMG947_1537	GO Process	GO:0044237	Cellular metabolic process
SBV50755.1	56449.XBLMG947_1537	GO Process	GO:0044238	Primary metabolic process
SBV50755.1	56449.XBLMG947_1537	GO Process	GO:0046483	Heterocycle metabolic process
SBV50755.1	56449.XBLMG947_1537	GO Process	GO:0071704	Organic substance metabolic process
SBV50755.1	56449.XBLMG947_1537	GO Process	GO:1901360	Organic cyclic compound metabolic process
SBV50755.1	56449.XBLMG947_1537	GO Process	GO:1901564	Organonitrogen compound metabolic process
SBV50755.1	56449.XBLMG947_1537	GO Function	GO:0003824	Catalytic activity
SBV50755.1	56449.XBLMG947_1537	GO Function	GO:0016787	Hydrolase activity
SBV50755.1	56449.XBLMG947_1537	GO Function	GO:0016798	Hydrolase activity, acting on glycosyl bonds
SBV50755.1	56449.XBLMG947_1537	GO Function	GO:0016799	Hydrolase activity, hydrolyzing N-glycosyl compounds
SBV50755.1	56449.XBLMG947_1537	GO Component	GO:0005622	Intracellular anatomical structure
SBV50755.1	56449.XBLMG947_1537	GO Component	GO:0005737	Cytoplasm
SBV50755.1	56449.XBLMG947_1537	GO Component	GO:0005829	Cytosol
SBV50755.1	56449.XBLMG947_1537	GO Component	GO:0110165	Cellular anatomical entity
SBV50755.1	56449.XBLMG947_1537	STRING clusters	CL:7901	Mostly uncharacterized, incl. Ribonucleoside hydrolase-like, and Putative transposase of IS4/5 family (DUF4096)
SBV50755.1	56449.XBLMG947_1537	STRING clusters	CL:7905	Ribonucleoside hydrolase-like, and Extracellular region
SBV50755.1	56449.XBLMG947_1537	KEGG	map00230	Purine metabolism
SBV50755.1	56449.XBLMG947_1537	KEGG	map00760	Nicotinate and nicotinamide metabolism
SBV50755.1	56449.XBLMG947_1537	KEGG	map01100	Metabolic pathways
SBV50755.1	56449.XBLMG947_1537	Pfam	PF01156	Inosine-uridine preferring nucleoside hydrolase
SBV50755.1	56449.XBLMG947_1537	InterPro	IPR001910	Inosine/uridine-preferring nucleoside hydrolase domain
SBV50755.1	56449.XBLMG947_1537	InterPro	IPR036452	Ribonucleoside hydrolase-like
SBV50971.1	56449.XBLMG947_1754	GO Process	GO:0001539	Cilium or flagellum-dependent cell motility
SBV50971.1	56449.XBLMG947_1754	GO Process	GO:0009987	Cellular process
SBV50971.1	56449.XBLMG947_1754	GO Process	GO:0048870	Cell motility
SBV50971.1	56449.XBLMG947_1754	GO Process	GO:0071973	Bacterial-type flagellum-dependent cell motility
SBV50971.1	56449.XBLMG947_1754	GO Process	GO:0097588	Archaeal or bacterial-type flagellum-dependent cell motility
SBV50971.1	56449.XBLMG947_1754	GO Component	GO:0009288	Bacterial-type flagellum
SBV50971.1	56449.XBLMG947_1754	GO Component	GO:0009425	Bacterial-type flagellum basal body
SBV50971.1	56449.XBLMG947_1754	GO Component	GO:0030694	Bacterial-type flagellum basal body, rod
SBV50971.1	56449.XBLMG947_1754	GO Component	GO:0042995	Cell projection
SBV50971.1	56449.XBLMG947_1754	GO Component	GO:0043226	Organelle
SBV50971.1	56449.XBLMG947_1754	GO Component	GO:0043228	Non-membrane-bounded organelle
SBV50971.1	56449.XBLMG947_1754	GO Component	GO:0110165	Cellular anatomical entity
SBV50971.1	56449.XBLMG947_1754	STRING clusters	CL:4470	Cilium, and STAS domain
SBV50971.1	56449.XBLMG947_1754	STRING clusters	CL:4471	Cilium
SBV50971.1	56449.XBLMG947_1754	STRING clusters	CL:4474	Cilium
SBV50971.1	56449.XBLMG947_1754	STRING clusters	CL:4477	Cilium
SBV50971.1	56449.XBLMG947_1754	STRING clusters	CL:4479	Cilium
SBV50971.1	56449.XBLMG947_1754	STRING clusters	CL:4480	Cilium
SBV50971.1	56449.XBLMG947_1754	STRING clusters	CL:4482	Bacterial flagellum
SBV50971.1	56449.XBLMG947_1754	STRING clusters	CL:4484	Flagellar basal-body/hook protein, C-terminal domain, and Bacterial flagellum biogenesis
SBV50971.1	56449.XBLMG947_1754	KEGG	map02040	Flagellar assembly
SBV50971.1	56449.XBLMG947_1754	COMPARTMENTS	GOCC:0009288	Bacterial-type flagellum
SBV50971.1	56449.XBLMG947_1754	COMPARTMENTS	GOCC:0042995	Cell projection
SBV50971.1	56449.XBLMG947_1754	COMPARTMENTS	GOCC:0043226	Organelle
SBV50971.1	56449.XBLMG947_1754	COMPARTMENTS	GOCC:0043228	Non-membrane-bounded organelle
SBV50971.1	56449.XBLMG947_1754	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
SBV50971.1	56449.XBLMG947_1754	UniProt Keywords	KW-0282	Flagellum
SBV50971.1	56449.XBLMG947_1754	UniProt Keywords	KW-0966	Cell projection
SBV50971.1	56449.XBLMG947_1754	UniProt Keywords	KW-0969	Cilium
SBV50971.1	56449.XBLMG947_1754	UniProt Keywords	KW-0975	Bacterial flagellum
SBV50971.1	56449.XBLMG947_1754	Pfam	PF00460	Flagella basal body rod protein
SBV50971.1	56449.XBLMG947_1754	Pfam	PF06429	Flagellar basal body rod FlgEFG protein C-terminal
SBV50971.1	56449.XBLMG947_1754	InterPro	IPR001444	Flagellar basal body rod protein, N-terminal
SBV50971.1	56449.XBLMG947_1754	InterPro	IPR006299	Flagellar basal-body rod protein FlgC
SBV50971.1	56449.XBLMG947_1754	InterPro	IPR010930	Flagellar basal-body/hook protein, C-terminal domain
SBV50971.1	56449.XBLMG947_1754	InterPro	IPR019776	Flagellar basal body rod protein, conserved site
SBV51003.1	56449.XBLMG947_1786	STRING clusters	CL:7901	Mostly uncharacterized, incl. Ribonucleoside hydrolase-like, and Putative transposase of IS4/5 family (DUF4096)
SBV51010.1	56449.XBLMG947_1793	GO Process	GO:0001539	Cilium or flagellum-dependent cell motility
SBV51010.1	56449.XBLMG947_1793	GO Process	GO:0006935	Chemotaxis
SBV51010.1	56449.XBLMG947_1793	GO Process	GO:0009605	Response to external stimulus
SBV51010.1	56449.XBLMG947_1793	GO Process	GO:0009987	Cellular process
SBV51010.1	56449.XBLMG947_1793	GO Process	GO:0040011	Locomotion
SBV51010.1	56449.XBLMG947_1793	GO Process	GO:0042221	Response to chemical
SBV51010.1	56449.XBLMG947_1793	GO Process	GO:0042330	Taxis
SBV51010.1	56449.XBLMG947_1793	GO Process	GO:0048870	Cell motility
SBV51010.1	56449.XBLMG947_1793	GO Process	GO:0050896	Response to stimulus
SBV51010.1	56449.XBLMG947_1793	GO Process	GO:0071973	Bacterial-type flagellum-dependent cell motility
SBV51010.1	56449.XBLMG947_1793	GO Process	GO:0097588	Archaeal or bacterial-type flagellum-dependent cell motility
SBV51010.1	56449.XBLMG947_1793	GO Function	GO:0003774	Cytoskeletal motor activity
SBV51010.1	56449.XBLMG947_1793	GO Component	GO:0005886	Plasma membrane
SBV51010.1	56449.XBLMG947_1793	GO Component	GO:0009288	Bacterial-type flagellum
SBV51010.1	56449.XBLMG947_1793	GO Component	GO:0009425	Bacterial-type flagellum basal body
SBV51010.1	56449.XBLMG947_1793	GO Component	GO:0016020	Membrane
SBV51010.1	56449.XBLMG947_1793	GO Component	GO:0042995	Cell projection
SBV51010.1	56449.XBLMG947_1793	GO Component	GO:0043226	Organelle
SBV51010.1	56449.XBLMG947_1793	GO Component	GO:0043228	Non-membrane-bounded organelle
SBV51010.1	56449.XBLMG947_1793	GO Component	GO:0071944	Cell periphery
SBV51010.1	56449.XBLMG947_1793	GO Component	GO:0110165	Cellular anatomical entity
SBV51010.1	56449.XBLMG947_1793	STRING clusters	CL:4470	Cilium, and STAS domain
SBV51010.1	56449.XBLMG947_1793	STRING clusters	CL:4471	Cilium
SBV51010.1	56449.XBLMG947_1793	STRING clusters	CL:4474	Cilium
SBV51010.1	56449.XBLMG947_1793	STRING clusters	CL:4477	Cilium
SBV51010.1	56449.XBLMG947_1793	STRING clusters	CL:4479	Cilium
SBV51010.1	56449.XBLMG947_1793	STRING clusters	CL:4480	Cilium
SBV51010.1	56449.XBLMG947_1793	STRING clusters	CL:4505	Flagellar rotation
SBV51010.1	56449.XBLMG947_1793	KEGG	map02030	Bacterial chemotaxis
SBV51010.1	56449.XBLMG947_1793	KEGG	map02040	Flagellar assembly
SBV51010.1	56449.XBLMG947_1793	COMPARTMENTS	GOCC:0009288	Bacterial-type flagellum
SBV51010.1	56449.XBLMG947_1793	COMPARTMENTS	GOCC:0009425	Bacterial-type flagellum basal body
SBV51010.1	56449.XBLMG947_1793	COMPARTMENTS	GOCC:0042995	Cell projection
SBV51010.1	56449.XBLMG947_1793	COMPARTMENTS	GOCC:0043226	Organelle
SBV51010.1	56449.XBLMG947_1793	COMPARTMENTS	GOCC:0043228	Non-membrane-bounded organelle
SBV51010.1	56449.XBLMG947_1793	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
SBV51010.1	56449.XBLMG947_1793	UniProt Keywords	KW-0145	Chemotaxis
SBV51010.1	56449.XBLMG947_1793	UniProt Keywords	KW-0282	Flagellum
SBV51010.1	56449.XBLMG947_1793	UniProt Keywords	KW-0283	Flagellar rotation
SBV51010.1	56449.XBLMG947_1793	UniProt Keywords	KW-0472	Membrane
SBV51010.1	56449.XBLMG947_1793	UniProt Keywords	KW-0966	Cell projection
SBV51010.1	56449.XBLMG947_1793	UniProt Keywords	KW-0969	Cilium
SBV51010.1	56449.XBLMG947_1793	UniProt Keywords	KW-0975	Bacterial flagellum
SBV51010.1	56449.XBLMG947_1793	UniProt Keywords	KW-0997	Cell inner membrane
SBV51010.1	56449.XBLMG947_1793	UniProt Keywords	KW-1003	Cell membrane
SBV51010.1	56449.XBLMG947_1793	Pfam	PF01706	FliG C-terminal domain
SBV51010.1	56449.XBLMG947_1793	Pfam	PF14842	FliG N-terminal domain
SBV51010.1	56449.XBLMG947_1793	InterPro	IPR000090	Flagellar motor switch protein FliG
SBV51010.1	56449.XBLMG947_1793	InterPro	IPR011002	Flagellar motor switch protein FliG, alpha-helical
SBV51010.1	56449.XBLMG947_1793	InterPro	IPR023087	Flagellar motor switch protein FliG, C-terminal
SBV51010.1	56449.XBLMG947_1793	InterPro	IPR028263	Flagellar motor switch protein FliG, N-terminal domain
SBV51010.1	56449.XBLMG947_1793	InterPro	IPR032779	Flagellar motor switch protein FliG, middle domain
SBV51011.1	56449.XBLMG947_1794	GO Process	GO:0001539	Cilium or flagellum-dependent cell motility
SBV51011.1	56449.XBLMG947_1794	GO Process	GO:0006996	Organelle organization
SBV51011.1	56449.XBLMG947_1794	GO Process	GO:0009987	Cellular process
SBV51011.1	56449.XBLMG947_1794	GO Process	GO:0016043	Cellular component organization
SBV51011.1	56449.XBLMG947_1794	GO Process	GO:0030030	Cell projection organization
SBV51011.1	56449.XBLMG947_1794	GO Process	GO:0044781	Bacterial-type flagellum organization
SBV51011.1	56449.XBLMG947_1794	GO Process	GO:0048870	Cell motility
SBV51011.1	56449.XBLMG947_1794	GO Process	GO:0071840	Cellular component organization or biogenesis
SBV51011.1	56449.XBLMG947_1794	GO Process	GO:0071973	Bacterial-type flagellum-dependent cell motility
SBV51011.1	56449.XBLMG947_1794	GO Process	GO:0097588	Archaeal or bacterial-type flagellum-dependent cell motility
SBV51011.1	56449.XBLMG947_1794	GO Function	GO:0003774	Cytoskeletal motor activity
SBV51011.1	56449.XBLMG947_1794	GO Component	GO:0005622	Intracellular anatomical structure
SBV51011.1	56449.XBLMG947_1794	GO Component	GO:0005737	Cytoplasm
SBV51011.1	56449.XBLMG947_1794	GO Component	GO:0009288	Bacterial-type flagellum
SBV51011.1	56449.XBLMG947_1794	GO Component	GO:0042995	Cell projection
SBV51011.1	56449.XBLMG947_1794	GO Component	GO:0043226	Organelle
SBV51011.1	56449.XBLMG947_1794	GO Component	GO:0043228	Non-membrane-bounded organelle
SBV51011.1	56449.XBLMG947_1794	GO Component	GO:0110165	Cellular anatomical entity
SBV51011.1	56449.XBLMG947_1794	STRING clusters	CL:4470	Cilium, and STAS domain
SBV51011.1	56449.XBLMG947_1794	STRING clusters	CL:4471	Cilium
SBV51011.1	56449.XBLMG947_1794	STRING clusters	CL:4474	Cilium
SBV51011.1	56449.XBLMG947_1794	STRING clusters	CL:4477	Cilium
SBV51011.1	56449.XBLMG947_1794	STRING clusters	CL:4479	Cilium
SBV51011.1	56449.XBLMG947_1794	STRING clusters	CL:4480	Cilium
SBV51011.1	56449.XBLMG947_1794	KEGG	map02040	Flagellar assembly
SBV51011.1	56449.XBLMG947_1794	COMPARTMENTS	GOCC:0005622	Intracellular
