#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
appB	appD	224308.BSU11390	224308.BSU11360	0.095	0.088	0.775	0	0.834	0.097	0.900	0.892	0.999
appB	appF	224308.BSU11390	224308.BSU11370	0.111	0.058	0.773	0	0.827	0.097	0.900	0.979	0.999
appB	dppB	224308.BSU11390	224308.BSU12930	0	0	0.149	0.852	0.316	0	0	0.061	0.406
appB	dppA	224308.BSU11390	224308.BSU12920	0.094	0	0	0	0.512	0	0	0	0.538
appB	dppE	224308.BSU11390	224308.BSU12960	0.076	0.198	0.620	0	0.609	0	0	0.123	0.885
appB	oppB	224308.BSU11390	224308.BSU11440	0	0	0.157	0.841	0.073	0	0.900	0.095	0.919
appB	oppA	224308.BSU11390	224308.BSU11430	0.076	0.484	0.609	0	0.253	0	0	0.529	0.922
appB	dppD	224308.BSU11390	224308.BSU12950	0.095	0.080	0.774	0	0.664	0.097	0	0.082	0.935
appB	oppD	224308.BSU11390	224308.BSU11460	0.095	0.070	0.773	0	0.525	0.097	0	0.367	0.936
appB	dppC	224308.BSU11390	224308.BSU12940	0.072	0.233	0.775	0	0.688	0	0	0.106	0.947
appB	oppF	224308.BSU11390	224308.BSU11470	0.095	0.210	0.771	0	0.501	0	0	0.725	0.973
appB	oppC	224308.BSU11390	224308.BSU11450	0.072	0.247	0.775	0	0.611	0	0.900	0.380	0.995
appB	appC	224308.BSU11390	224308.BSU11400	0.763	0.345	0.775	0	0.971	0	0.900	0.924	0.999
appC	appD	224308.BSU11400	224308.BSU11360	0.095	0.900	0.775	0	0.800	0	0.900	0.779	0.999
appC	appF	224308.BSU11400	224308.BSU11370	0.111	0.900	0.773	0	0.838	0	0.900	0.922	0.999
appC	appB	224308.BSU11400	224308.BSU11390	0.763	0.345	0.775	0	0.971	0	0.900	0.924	0.999
appC	rapA	224308.BSU11400	224308.BSU12430	0	0	0	0	0.422	0	0	0	0.422
appC	bceA	224308.BSU11400	224308.BSU30380	0	0.490	0	0	0.057	0	0	0	0.499
appC	spbC	224308.BSU11400	224308.BSU33770	0	0	0	0	0.532	0	0	0	0.532
appC	dppA	224308.BSU11400	224308.BSU12920	0.094	0.197	0	0	0.460	0	0	0	0.572
appC	dppC	224308.BSU11400	224308.BSU12940	0	0	0.114	0.900	0.525	0	0	0.085	0.581
appC	oppA	224308.BSU11400	224308.BSU11430	0.076	0.108	0.698	0	0.193	0	0	0.435	0.866
appC	dppB	224308.BSU11400	224308.BSU12930	0.072	0.487	0.327	0.609	0.691	0	0	0.133	0.898
appC	dppE	224308.BSU11400	224308.BSU12960	0.076	0.179	0.702	0	0.578	0	0	0.123	0.901
appC	oppC	224308.BSU11400	224308.BSU11450	0	0	0.115	0.899	0.056	0	0.900	0.070	0.911
appC	oppD	224308.BSU11400	224308.BSU11460	0.095	0.900	0.774	0	0.511	0	0	0.241	0.991
appC	oppF	224308.BSU11400	224308.BSU11470	0.095	0.900	0.773	0	0.288	0	0	0.554	0.992
appC	dppD	224308.BSU11400	224308.BSU12950	0.095	0.900	0.775	0	0.707	0	0	0.082	0.993
appC	oppB	224308.BSU11400	224308.BSU11440	0.072	0.385	0.775	0	0.582	0	0.900	0.400	0.996
appD	dppA	224308.BSU11360	224308.BSU12920	0.053	0	0	0	0.524	0	0	0	0.529
appD	oppA	224308.BSU11360	224308.BSU11430	0.075	0.025	0.509	0	0.232	0	0	0.182	0.677
appD	dppE	224308.BSU11360	224308.BSU12960	0.075	0.043	0.498	0	0.436	0	0	0.105	0.735
appD	oppB	224308.BSU11360	224308.BSU11440	0.076	0.047	0.769	0	0.492	0.097	0	0.082	0.894
appD	dppB	224308.BSU11360	224308.BSU12930	0.076	0.304	0.771	0	0.635	0.097	0	0.082	0.945
appD	oppF	224308.BSU11360	224308.BSU11470	0.095	0	0.156	0.843	0.538	0	0.900	0.127	0.963
appD	oppC	224308.BSU11360	224308.BSU11450	0.076	0.900	0.772	0	0.508	0	0	0.082	0.988
appD	dppC	224308.BSU11360	224308.BSU12940	0.076	0.900	0.772	0	0.588	0	0	0.082	0.990
appD	appF	224308.BSU11360	224308.BSU11370	0.781	0	0.148	0.854	0.704	0	0.900	0.165	0.994
appD	appB	224308.BSU11360	224308.BSU11390	0.095	0.088	0.775	0	0.834	0.097	0.900	0.892	0.999
appD	appC	224308.BSU11360	224308.BSU11400	0.095	0.900	0.775	0	0.800	0	0.900	0.779	0.999
appF	appD	224308.BSU11370	224308.BSU11360	0.781	0	0.148	0.854	0.704	0	0.900	0.165	0.994
appF	dppA	224308.BSU11370	224308.BSU12920	0.052	0	0	0	0.501	0	0	0	0.506
appF	dppD	224308.BSU11370	224308.BSU12950	0.076	0	0.140	0.864	0.529	0	0	0	0.593
appF	oppF	224308.BSU11370	224308.BSU11470	0.079	0	0.081	0.945	0.544	0	0	0.136	0.622
appF	dppE	224308.BSU11370	224308.BSU12960	0.078	0.040	0.601	0	0.599	0	0	0.105	0.850
appF	oppA	224308.BSU11370	224308.BSU11430	0.078	0.024	0.609	0	0.240	0	0	0.521	0.851
appF	oppB	224308.BSU11370	224308.BSU11440	0.079	0.094	0.767	0	0.506	0.097	0	0.407	0.936
appF	dppB	224308.BSU11370	224308.BSU12930	0.079	0.031	0.770	0	0.730	0.097	0	0.208	0.951
appF	dppC	224308.BSU11370	224308.BSU12940	0.079	0.900	0.771	0	0.633	0	0	0.082	0.991
appF	oppC	224308.BSU11370	224308.BSU11450	0.079	0.899	0.771	0	0.519	0	0	0.363	0.992
appF	appC	224308.BSU11370	224308.BSU11400	0.111	0.900	0.773	0	0.838	0	0.900	0.922	0.999
appF	appB	224308.BSU11370	224308.BSU11390	0.111	0.058	0.773	0	0.827	0.097	0.900	0.979	0.999
aprE	abrB	224308.BSU10300	224308.BSU00370	0	0	0	0	0	0	0	0.683	0.683
aprE	spoIIE	224308.BSU10300	224308.BSU00640	0	0	0	0	0.226	0	0	0.331	0.460
aprE	srfAA	224308.BSU10300	224308.BSU03480	0	0	0.190	0	0.056	0	0	0.482	0.569
aprE	scoC	224308.BSU10300	224308.BSU09990	0	0	0	0	0.049	0	0	0.735	0.737
aprE	wapA	224308.BSU10300	224308.BSU39230	0.066	0	0	0	0.148	0	0	0.381	0.464
aprE	spo0A	224308.BSU10300	224308.BSU24220	0	0	0	0	0.051	0	0	0.684	0.687
asnO	cwlJ	224308.BSU10790	224308.BSU02600	0	0	0	0	0.521	0	0	0.126	0.563
bceA	mprF	224308.BSU30380	224308.BSU08425	0.070	0	0	0	0.143	0	0	0.478	0.547
bceA	ecsA	224308.BSU30380	224308.BSU10040	0	0.878	0.215	0.640	0	0	0	0	0.900
bceA	appC	224308.BSU30380	224308.BSU11400	0	0.490	0	0	0.057	0	0	0	0.499
bceA	oppC	224308.BSU30380	224308.BSU11450	0	0.424	0	0	0.057	0	0	0.070	0.451
bceA	bceB	224308.BSU30380	224308.BSU30370	0.785	0.023	0.773	0	0.717	0.932	0.800	0.924	0.999
bceA	bcrC	224308.BSU30380	224308.BSU36530	0.042	0	0	0	0.052	0	0	0.751	0.754
bceB	ybxI	224308.BSU30370	224308.BSU02090	0	0	0	0	0	0	0	0.913	0.913
bceB	rapA	224308.BSU30370	224308.BSU12430	0	0	0.159	0	0.042	0	0	0.481	0.545
bceB	bceA	224308.BSU30370	224308.BSU30380	0.785	0.023	0.773	0	0.717	0.932	0.800	0.924	0.999
bcrC	bceA	224308.BSU36530	224308.BSU30380	0.042	0	0	0	0.052	0	0	0.751	0.754
bcrC	uppP	224308.BSU36530	224308.BSU31150	0.110	0	0	0	0.083	0	0.900	0.927	0.993
blt	lmrB	224308.BSU26590	224308.BSU02670	0	0	0.353	0	0.043	0	0	0.631	0.751
blt	mdr	224308.BSU26590	224308.BSU03070	0	0	0.260	0	0	0	0	0.920	0.938
blt	norM	224308.BSU26590	224308.BSU19440	0	0	0	0	0.055	0	0	0.633	0.638
blt	tetB	224308.BSU26590	224308.BSU40770	0	0	0.188	0	0	0	0	0.302	0.408
blt	aadK	224308.BSU26590	224308.BSU26790	0	0	0	0	0	0	0	0.733	0.733
blt	bmrA	224308.BSU26590	224308.BSU34820	0	0	0.280	0	0	0	0	0.890	0.917
bmr	lmrB	224308.BSU24010	224308.BSU02670	0	0	0.330	0	0	0	0	0.845	0.891
bmr	mdr	224308.BSU24010	224308.BSU03070	0	0	0.126	0.607	0	0	0	0.386	0.440
bmr	vmlR	224308.BSU24010	224308.BSU05610	0	0	0	0	0.045	0	0	0.686	0.687
bmr	norM	224308.BSU24010	224308.BSU19440	0	0	0	0	0.054	0	0	0.750	0.753
bmr	bmrA	224308.BSU24010	224308.BSU34820	0	0	0.290	0	0	0	0	0.919	0.940
bmrA	mdr	224308.BSU34820	224308.BSU03070	0	0	0	0	0.047	0	0	0.850	0.850
bmrA	tmrB	224308.BSU34820	224308.BSU03140	0	0	0	0	0	0	0	0.560	0.560
bmrA	srfAB	224308.BSU34820	224308.BSU03490	0.156	0	0	0	0.197	0.204	0	0.271	0.554
bmrA	srfAC	224308.BSU34820	224308.BSU03510	0.100	0.007	0	0	0.087	0.204	0	0.210	0.414
bmrA	norM	224308.BSU34820	224308.BSU19440	0	0	0.181	0	0.058	0.076	0	0.398	0.513
bmrA	bmr	224308.BSU34820	224308.BSU24010	0	0	0.290	0	0	0	0	0.919	0.940
bmrA	blt	224308.BSU34820	224308.BSU26590	0	0	0.280	0	0	0	0	0.890	0.917
cotP	cotY	224308.BSU05550	224308.BSU11750	0	0	0	0	0.301	0	0	0.200	0.416
cotP	cotV	224308.BSU05550	224308.BSU11780	0	0	0	0	0.304	0	0	0.202	0.420
cotP	cotW	224308.BSU05550	224308.BSU11770	0	0	0	0	0.266	0	0	0.300	0.464
cotP	cotZ	224308.BSU05550	224308.BSU11740	0	0	0	0	0.311	0	0	0.260	0.468
cotP	gerPC	224308.BSU05550	224308.BSU10700	0.083	0	0	0	0.177	0	0	0.387	0.496
cotP	cotT	224308.BSU05550	224308.BSU12090	0	0	0	0	0.521	0	0	0.110	0.555
cotP	gerPF	224308.BSU05550	224308.BSU10670	0.069	0	0	0	0.313	0	0	0.383	0.570
cotP	gerPD	224308.BSU05550	224308.BSU10690	0.071	0	0	0	0.311	0	0	0.401	0.583
cotP	gerPA	224308.BSU05550	224308.BSU10720	0.069	0	0	0	0.322	0	0	0.485	0.646
cotP	gerPE	224308.BSU05550	224308.BSU10680	0.072	0	0	0	0.516	0	0	0.386	0.700
cotP	gerPB	224308.BSU05550	224308.BSU10710	0.082	0	0	0	0.502	0	0	0.707	0.854
cotT	cotP	224308.BSU12090	224308.BSU05550	0	0	0	0	0.521	0	0	0.110	0.555
cotT	gerPF	224308.BSU12090	224308.BSU10670	0	0	0	0	0.642	0	0	0	0.642
cotT	gerPE	224308.BSU12090	224308.BSU10680	0	0	0	0	0.619	0	0	0	0.619
cotT	gerPD	224308.BSU12090	224308.BSU10690	0	0	0	0	0.502	0	0	0	0.502
cotT	gerPB	224308.BSU12090	224308.BSU10710	0	0	0	0	0.520	0	0	0	0.520
cotT	gerPA	224308.BSU12090	224308.BSU10720	0	0	0	0	0.503	0	0	0.334	0.654
cotT	cotZ	224308.BSU12090	224308.BSU11740	0	0	0	0	0.729	0	0	0.395	0.829
cotT	cotY	224308.BSU12090	224308.BSU11750	0	0	0	0	0.737	0	0	0.333	0.817
cotT	cotX	224308.BSU12090	224308.BSU11760	0	0	0	0	0.715	0	0	0.260	0.780
cotT	cotW	224308.BSU12090	224308.BSU11770	0	0	0	0	0.715	0	0	0.574	0.873
cotT	cotV	224308.BSU12090	224308.BSU11780	0	0	0	0	0.731	0	0	0.390	0.828
cotV	cotP	224308.BSU11780	224308.BSU05550	0	0	0	0	0.304	0	0	0.202	0.420
cotV	gerPF	224308.BSU11780	224308.BSU10670	0	0	0	0	0.502	0	0	0	0.502
cotV	gerPE	224308.BSU11780	224308.BSU10680	0	0	0	0	0.500	0	0	0	0.499
cotV	cotZ	224308.BSU11780	224308.BSU11740	0.234	0	0	0	0.733	0	0	0.888	0.975
cotV	cotY	224308.BSU11780	224308.BSU11750	0.321	0	0	0	0.902	0	0	0.900	0.992
cotV	cotX	224308.BSU11780	224308.BSU11760	0.484	0	0	0	0.931	0	0	0.915	0.996
cotV	cotW	224308.BSU11780	224308.BSU11770	0.666	0	0	0	0.918	0.500	0	0.912	0.998
cotV	cotT	224308.BSU11780	224308.BSU12090	0	0	0	0	0.731	0	0	0.390	0.828
cotW	cotP	224308.BSU11770	224308.BSU05550	0	0	0	0	0.266	0	0	0.300	0.464
cotW	gerPF	224308.BSU11770	224308.BSU10670	0	0	0	0	0.501	0	0	0	0.501
cotW	gerPE	224308.BSU11770	224308.BSU10680	0	0	0	0	0.501	0	0	0	0.501
cotW	cotZ	224308.BSU11770	224308.BSU11740	0.256	0	0	0	0.733	0	0	0.916	0.981
cotW	cotY	224308.BSU11770	224308.BSU11750	0.360	0	0	0	0.906	0	0	0.914	0.994
cotW	cotX	224308.BSU11770	224308.BSU11760	0.559	0	0	0	0.943	0	0	0.919	0.997
cotW	cotT	224308.BSU11770	224308.BSU12090	0	0	0	0	0.715	0	0	0.574	0.873
cotW	cotV	224308.BSU11770	224308.BSU11780	0.666	0	0	0	0.918	0.500	0	0.912	0.998
cotX	sspB	224308.BSU11760	224308.BSU09750	0	0	0	0	0.441	0	0	0	0.441
cotX	gerPF	224308.BSU11760	224308.BSU10670	0	0	0	0	0.508	0	0	0.149	0.563
cotX	gerPE	224308.BSU11760	224308.BSU10680	0	0	0	0	0.317	0	0	0.194	0.425
cotX	cotZ	224308.BSU11760	224308.BSU11740	0.355	0	0	0	0.866	0	0	0.919	0.992
cotX	cotY	224308.BSU11760	224308.BSU11750	0.520	0	0	0	0.948	0	0	0.937	0.998
cotX	cotT	224308.BSU11760	224308.BSU12090	0	0	0	0	0.715	0	0	0.260	0.780
cotX	cotV	224308.BSU11760	224308.BSU11780	0.484	0	0	0	0.931	0	0	0.915	0.996
cotX	cotW	224308.BSU11760	224308.BSU11770	0.559	0	0	0	0.943	0	0	0.919	0.997
cotY	cotP	224308.BSU11750	224308.BSU05550	0	0	0	0	0.301	0	0	0.200	0.416
cotY	sspB	224308.BSU11750	224308.BSU09750	0	0	0	0	0.533	0	0	0.085	0.554
cotY	gerPF	224308.BSU11750	224308.BSU10670	0	0	0	0	0.526	0	0	0.422	0.714
cotY	gerPE	224308.BSU11750	224308.BSU10680	0	0	0	0	0.502	0	0	0.210	0.590
cotY	gerPD	224308.BSU11750	224308.BSU10690	0	0	0	0	0.309	0	0	0.215	0.434
cotY	gerPB	224308.BSU11750	224308.BSU10710	0	0	0	0	0.312	0	0	0.204	0.429
cotY	cotZ	224308.BSU11750	224308.BSU11740	0.497	0	0	0.885	0.928	0.500	0	0.399	0.987
cotY	cotT	224308.BSU11750	224308.BSU12090	0	0	0	0	0.737	0	0	0.333	0.817
cotY	cotV	224308.BSU11750	224308.BSU11780	0.321	0	0	0	0.902	0	0	0.900	0.992
cotY	cotW	224308.BSU11750	224308.BSU11770	0.360	0	0	0	0.906	0	0	0.914	0.994
cotY	cotX	224308.BSU11750	224308.BSU11760	0.520	0	0	0	0.948	0	0	0.937	0.998
cotZ	cotP	224308.BSU11740	224308.BSU05550	0	0	0	0	0.311	0	0	0.260	0.468
cotZ	gerPF	224308.BSU11740	224308.BSU10670	0	0	0	0	0.533	0	0	0.206	0.613
cotZ	gerPE	224308.BSU11740	224308.BSU10680	0	0	0	0	0.306	0	0	0.205	0.425
cotZ	gerPB	224308.BSU11740	224308.BSU10710	0	0	0	0	0.312	0	0	0.206	0.430
cotZ	cotT	224308.BSU11740	224308.BSU12090	0	0	0	0	0.729	0	0	0.395	0.829
cotZ	cotV	224308.BSU11740	224308.BSU11780	0.234	0	0	0	0.733	0	0	0.888	0.975
cotZ	cotW	224308.BSU11740	224308.BSU11770	0.256	0	0	0	0.733	0	0	0.916	0.981
cotZ	cotY	224308.BSU11740	224308.BSU11750	0.497	0	0	0.885	0.928	0.500	0	0.399	0.987
cotZ	cotX	224308.BSU11740	224308.BSU11760	0.355	0	0	0	0.866	0	0	0.919	0.992
cwlJ	fin	224308.BSU02600	224308.BSU00540	0	0	0.673	0	0	0	0	0	0.673
cwlJ	yabP	224308.BSU02600	224308.BSU00600	0	0	0.671	0	0	0	0	0.140	0.705
cwlJ	spoIIE	224308.BSU02600	224308.BSU00640	0	0	0.388	0	0	0	0	0.075	0.409
cwlJ	gerPC	224308.BSU02600	224308.BSU10700	0	0	0	0	0.087	0	0	0.387	0.417
cwlJ	gerPA	224308.BSU02600	224308.BSU10720	0	0	0	0	0.157	0	0	0.339	0.418
cwlJ	gerPD	224308.BSU02600	224308.BSU10690	0	0	0	0	0.171	0	0	0.362	0.448
cwlJ	gerPF	224308.BSU02600	224308.BSU10670	0	0	0	0	0.177	0	0	0.425	0.506
cwlJ	asnO	224308.BSU02600	224308.BSU10790	0	0	0	0	0.521	0	0	0.126	0.563
cwlJ	sspD	224308.BSU02600	224308.BSU13470	0	0	0.749	0	0.080	0	0	0	0.759
cwlJ	sspB	224308.BSU02600	224308.BSU09750	0	0	0.724	0	0.302	0	0	0	0.799
dppA	appD	224308.BSU12920	224308.BSU11360	0.053	0	0	0	0.524	0	0	0	0.529
dppA	appF	224308.BSU12920	224308.BSU11370	0.052	0	0	0	0.501	0	0	0	0.506
dppA	appB	224308.BSU12920	224308.BSU11390	0.094	0	0	0	0.512	0	0	0	0.538
dppA	appC	224308.BSU12920	224308.BSU11400	0.094	0.197	0	0	0.460	0	0	0	0.572
dppA	oppA	224308.BSU12920	224308.BSU11430	0.111	0	0	0	0.045	0	0	0.352	0.401
dppA	oppB	224308.BSU12920	224308.BSU11440	0.111	0	0	0	0.045	0	0	0.689	0.712
dppA	oppC	224308.BSU12920	224308.BSU11450	0.111	0.156	0	0	0.047	0	0	0.683	0.743
dppA	oppD	224308.BSU12920	224308.BSU11460	0.053	0	0	0	0.047	0	0	0.663	0.669
dppA	oppF	224308.BSU12920	224308.BSU11470	0.092	0	0	0	0.047	0	0	0.671	0.690
dppA	rapA	224308.BSU12920	224308.BSU12430	0	0	0.390	0	0.119	0	0	0	0.439
dppA	dppD	224308.BSU12920	224308.BSU12950	0.730	0	0	0	0.735	0	0	0.643	0.972
dppA	dppE	224308.BSU12920	224308.BSU12960	0.746	0	0.290	0	0.736	0	0	0.480	0.972
dppA	dppC	224308.BSU12920	224308.BSU12940	0.746	0.122	0	0	0.732	0	0	0.848	0.989
dppA	dppB	224308.BSU12920	224308.BSU12930	0.746	0	0	0	0.911	0	0	0.848	0.996
dppB	appD	224308.BSU12930	224308.BSU11360	0.076	0.304	0.771	0	0.635	0.097	0	0.082	0.945
dppB	appF	224308.BSU12930	224308.BSU11370	0.079	0.031	0.770	0	0.730	0.097	0	0.208	0.951
dppB	appB	224308.BSU12930	224308.BSU11390	0	0	0.149	0.852	0.316	0	0	0.061	0.406
dppB	appC	224308.BSU12930	224308.BSU11400	0.072	0.487	0.327	0.609	0.691	0	0	0.133	0.898
dppB	oppA	224308.BSU12930	224308.BSU11430	0.083	0.324	0.774	0	0.252	0	0	0.606	0.951
dppB	oppC	224308.BSU12930	224308.BSU11450	0.083	0.337	0.775	0	0.575	0	0	0.860	0.990
dppB	oppD	224308.BSU12930	224308.BSU11460	0.076	0.168	0.774	0	0.487	0.097	0	0.507	0.951
dppB	oppF	224308.BSU12930	224308.BSU11470	0.111	0.130	0.773	0	0.459	0	0	0.619	0.957
dppB	dppA	224308.BSU12930	224308.BSU12920	0.746	0	0	0	0.911	0	0	0.848	0.996
dppB	dppD	224308.BSU12930	224308.BSU12950	0.781	0.289	0.774	0	0.883	0.097	0.800	0.950	0.999
dppB	dppE	224308.BSU12930	224308.BSU12960	0.782	0.272	0.774	0	0.856	0	0.800	0.777	0.999
dppB	dppC	224308.BSU12930	224308.BSU12940	0.782	0.332	0.775	0	0.898	0	0.900	0.953	0.999
dppC	appD	224308.BSU12940	224308.BSU11360	0.076	0.900	0.772	0	0.588	0	0	0.082	0.990
dppC	appF	224308.BSU12940	224308.BSU11370	0.079	0.900	0.771	0	0.633	0	0	0.082	0.991
dppC	appB	224308.BSU12940	224308.BSU11390	0.072	0.233	0.775	0	0.688	0	0	0.106	0.947
dppC	appC	224308.BSU12940	224308.BSU11400	0	0	0.114	0.900	0.525	0	0	0.085	0.581
dppC	oppA	224308.BSU12940	224308.BSU11430	0.083	0.163	0.773	0	0.189	0	0	0.517	0.919
dppC	oppB	224308.BSU12940	224308.BSU11440	0.083	0.349	0.775	0	0.570	0	0	0.775	0.984
dppC	oppD	224308.BSU12940	224308.BSU11460	0.076	0.900	0.774	0	0.507	0	0	0.497	0.993
dppC	oppF	224308.BSU12940	224308.BSU11470	0.111	0.900	0.773	0	0.281	0	0	0.552	0.992
dppC	dppA	224308.BSU12940	224308.BSU12920	0.746	0.122	0	0	0.732	0	0	0.848	0.989
dppC	dppB	224308.BSU12940	224308.BSU12930	0.782	0.332	0.775	0	0.898	0	0.900	0.953	0.999
dppC	dppE	224308.BSU12940	224308.BSU12960	0.782	0.264	0.774	0	0.773	0	0.800	0.123	0.998
dppC	dppD	224308.BSU12940	224308.BSU12950	0.781	0.900	0.775	0	0.915	0	0.800	0.949	0.999
dppD	appF	224308.BSU12950	224308.BSU11370	0.076	0	0.140	0.864	0.529	0	0	0	0.593
dppD	appB	224308.BSU12950	224308.BSU11390	0.095	0.080	0.774	0	0.664	0.097	0	0.082	0.935
dppD	appC	224308.BSU12950	224308.BSU11400	0.095	0.900	0.775	0	0.707	0	0	0.082	0.993
dppD	oppA	224308.BSU12950	224308.BSU11430	0.075	0.040	0.699	0	0.231	0	0	0.457	0.868
dppD	oppB	224308.BSU12950	224308.BSU11440	0.076	0.151	0.774	0	0.487	0.097	0	0.330	0.932
dppD	oppC	224308.BSU12950	224308.BSU11450	0.076	0.900	0.775	0	0.508	0	0	0.242	0.990
dppD	oppF	224308.BSU12950	224308.BSU11470	0.095	0	0.143	0.861	0.530	0	0	0.137	0.643
dppD	dppA	224308.BSU12950	224308.BSU12920	0.730	0	0	0	0.735	0	0	0.643	0.972
dppD	dppB	224308.BSU12950	224308.BSU12930	0.781	0.289	0.774	0	0.883	0.097	0.800	0.950	0.999
dppD	dppC	224308.BSU12950	224308.BSU12940	0.781	0.900	0.775	0	0.915	0	0.800	0.949	0.999
dppD	dppE	224308.BSU12950	224308.BSU12960	0.781	0.067	0.726	0	0.892	0	0.800	0.105	0.998
dppE	appD	224308.BSU12960	224308.BSU11360	0.075	0.043	0.498	0	0.436	0	0	0.105	0.735
dppE	appF	224308.BSU12960	224308.BSU11370	0.078	0.040	0.601	0	0.599	0	0	0.105	0.850
dppE	appB	224308.BSU12960	224308.BSU11390	0.076	0.198	0.620	0	0.609	0	0	0.123	0.885
dppE	appC	224308.BSU12960	224308.BSU11400	0.076	0.179	0.702	0	0.578	0	0	0.123	0.901
dppE	oppA	224308.BSU12960	224308.BSU11430	0	0	0.130	0.878	0	0	0.360	0.083	0.445
dppE	oppB	224308.BSU12960	224308.BSU11440	0.083	0.313	0.774	0	0.250	0	0	0.310	0.913
dppE	oppC	224308.BSU12960	224308.BSU11450	0.083	0.163	0.773	0	0.194	0	0	0.531	0.922
dppE	oppD	224308.BSU12960	224308.BSU11460	0.075	0.089	0.706	0	0.231	0	0	0.105	0.798
dppE	oppF	224308.BSU12960	224308.BSU11470	0.111	0.066	0.699	0	0.142	0	0	0.343	0.833
dppE	dppA	224308.BSU12960	224308.BSU12920	0.746	0	0.290	0	0.736	0	0	0.480	0.972
dppE	dppB	224308.BSU12960	224308.BSU12930	0.782	0.272	0.774	0	0.856	0	0.800	0.777	0.999
dppE	dppC	224308.BSU12960	224308.BSU12940	0.782	0.264	0.774	0	0.773	0	0.800	0.123	0.998
dppE	dppD	224308.BSU12960	224308.BSU12950	0.781	0.067	0.726	0	0.892	0	0.800	0.105	0.998
eag	spo0E	224308.BSU13650	224308.BSU13640	0.545	0	0	0	0.262	0	0	0	0.650
ecsA	rpsE	224308.BSU10040	224308.BSU01330	0	0	0.406	0	0.052	0	0	0	0.412
ecsA	bceA	224308.BSU10040	224308.BSU30380	0	0.878	0.215	0.640	0	0	0	0	0.900
ecsA	ecsB	224308.BSU10040	224308.BSU10050	0.803	0	0.712	0	0.328	0	0	0.982	0.999
ecsB	ecsA	224308.BSU10050	224308.BSU10040	0.803	0	0.712	0	0.328	0	0	0.982	0.999
ecsB	pbpH	224308.BSU10050	224308.BSU13980	0	0	0.316	0	0	0	0	0.177	0.413
ecsB	mecA	224308.BSU10050	224308.BSU11520	0	0	0.562	0	0	0	0	0	0.562
fin	sspF	224308.BSU00540	224308.BSU00450	0.157	0	0.364	0	0	0	0	0	0.441
fin	pth	224308.BSU00540	224308.BSU00530	0.646	0	0	0	0.787	0	0	0	0.921
fin	mecB	224308.BSU00540	224308.BSU22970	0	0	0.441	0	0	0	0	0	0.441
fin	yutE	224308.BSU00540	224308.BSU32300	0	0	0.450	0	0	0	0	0	0.450
fin	yabP	224308.BSU00540	224308.BSU00600	0.262	0	0.338	0	0.045	0	0	0	0.493
